WARP_Violations,#Pairs,GARP_Violations,#Pairs,SARP_Violations,#Pairs,AFRIAT_Index,VARIAN_Index_Min,VARIAN_Index_Mean,VARIAN_Index_AVG(SSQ),Is exact,Houtman-Maks-Index,Is exact,Subject
0,0,0,0,0,0,0,0,0,0,1,0,1,11101021
0,0,0,0,0,0,0,0,0,0,1,0,1,11101022
6,3,54,51,152,76,0.42793,0.42793,0.031566,0.10355,2,0.11111,1,11101031
12,6,19,13,26,13,0.084316,0.084316,0.01081,0.024104,1,0.11111,1,11101032
16,8,36,28,58,29,0.24659,0.24659,0.019728,0.061997,2,0.22222,1,11101041
8,4,38,34,90,45,0.080692,0.080692,0.0081517,0.024501,2,0.11111,1,11101042
2,1,2,1,2,1,0.0029777,0.0029777,0.00016543,0.00070185,1,0.055556,1,11101051
0,0,0,0,0,0,0,0,0,0,1,0,1,11101061
6,3,15,12,30,15,0.19133,0.19133,0.020673,0.054689,1,0.11111,1,11101062
2,1,2,1,2,1,0.0056833,0.0056833,0.00031574,0.0013396,1,0.055556,1,11101071
4,2,4,2,4,2,0.0076286,0.0076286,0.0006155,0.0019734,1,0.11111,1,11101072
14,7,101,94,240,120,0.21203,0.21203,0.019548,0.054098,2,0.22222,1,11101081
26,13,112,99,272,136,0.51559,0.55491,0.19744,0.28433,3,0.27778,1,11101082
4,2,4,2,4,2,0.11019,0.11019,0.0077539,0.026879,1,0.11111,1,11101091
10,5,27,22,56,28,0.17594,0.17594,0.013566,0.043512,2,0.16667,1,11101092
12,6,22,16,50,25,0.1815,0.1815,0.01869,0.047783,1,0.16667,1,11101101
8,4,29,25,56,28,0.015636,0.015636,0.0010841,0.003797,2,0.11111,1,11101102
4,2,8,6,14,7,0.10226,0.10226,0.011149,0.033301,1,0.11111,1,11101111
10,5,64,59,132,66,0.18069,0.18069,0.016212,0.046064,2,0.11111,1,11101112
0,0,0,0,0,0,0,0,0,0,1,0,1,11101121
0,0,0,0,0,0,0,0,0,0,1,0,1,11101122
26,13,109,96,272,136,0.35889,0.56168,0.13691,0.20656,3,0.22222,1,11101131
8,4,47,43,132,66,0.10554,0.10554,0.015013,0.03719,2,0.16667,1,11101141
8,4,29,25,56,28,0.10542,0.10542,0.010245,0.029751,2,0.11111,1,11101151
4,2,4,2,4,2,0.011294,0.011294,0.0010404,0.0031869,1,0.11111,1,11101152
14,7,27,20,48,24,0.11137,0.11137,0.01673,0.041324,2,0.16667,1,11101161
30,15,92,77,156,78,0.25329,0.58072,0.18486,0.26681,3,0.16667,1,11101171
6,3,6,3,6,3,0.0099243,0.0099243,0.00099081,0.0028132,1,0.16667,1,11101181
0,0,0,0,0,0,0,0,0,0,1,0,1,11101182
0,0,0,0,0,0,0,0,0,0,1,0,1,11101191
0,0,0,0,0,0,0,0,0,0,1,0,1,11101192
2,1,2,1,2,1,0.033873,0.033873,0.0018819,0.007984,1,0.055556,1,11101201
4,2,4,2,4,2,0.0084204,0.0084204,0.00070847,0.002232,1,0.11111,1,11101211
12,6,26,20,44,22,0.15281,0.15281,0.012821,0.04163,1,0.11111,1,11101231
8,4,17,13,26,13,0.12864,0.12864,0.0087749,0.031098,1,0.11111,1,11101241
6,3,8,5,12,6,0.089662,0.089662,0.0050148,0.021134,1,0.11111,1,11101251
2,1,2,1,2,1,0.018729,0.018729,0.0010405,0.0044145,1,0.055556,1,11101261
10,5,28,23,58,29,0.13016,0.13016,0.012563,0.034625,2,0.16667,1,11101271
4,2,6,4,8,4,0.012908,0.012908,0.00081477,0.0030678,1,0.11111,1,11101281
4,2,10,8,20,10,0.15296,0.15296,0.0084979,0.036054,1,0.055556,1,11102011
16,8,59,51,132,66,0.31225,0.31225,0.045608,0.10499,2,0.16667,1,11102012
16,8,51,43,156,78,0.29266,0.29266,0.02697,0.080799,2,0.11111,1,11102021
0,0,0,0,0,0,0,0,0,0,1,0,1,11102031
4,2,11,9,20,10,0.043637,0.043637,0.0024243,0.010285,1,0.055556,1,11102032
12,6,50,44,112,56,0.22575,0.22575,0.02236,0.070067,2,0.16667,1,11102041
2,1,2,1,2,1,0.040926,0.040926,0.0022737,0.0096463,1,0.055556,1,11102042
6,3,9,6,12,6,0.20141,0.20141,0.013441,0.048241,1,0.11111,1,11102051
6,3,7,4,8,4,0.076451,0.076451,0.0054508,0.018729,1,0.11111,1,11102052
2,1,2,1,2,1,0.053156,0.053156,0.0029531,0.012529,1,0.055556,1,11102061
10,5,56,51,132,66,0.34128,0.34128,0.030388,0.088286,2,0.055556,1,11102062
8,4,40,36,72,36,0.10603,0.10603,0.013773,0.03483,2,0.11111,1,11102071
2,1,6,5,12,6,0.10835,0.10835,0.0060194,0.025538,1,0.055556,1,11102072
0,0,0,0,0,0,0,0,0,0,1,0,1,11102081
4,2,10,8,20,10,0.064472,0.064472,0.0058013,0.020025,1,0.055556,1,11102082
2,1,2,1,2,1,0.00041248,0.00041248,2.2915e-05,9.7221e-05,1,0.055556,1,11102091
0,0,0,0,0,0,0,0,0,0,1,0,1,11102101
0,0,0,0,0,0,0,0,0,0,1,0,1,11102102
4,2,4,2,4,2,0.0017752,0.0017752,0.00015914,0.00049092,1,0.11111,1,11102111
26,13,114,101,240,120,0.30339,0.44835,0.13039,0.19243,3,0.22222,1,11102121
10,5,26,21,56,28,0.070603,0.070603,0.010403,0.024496,1,0.16667,1,11102122
0,0,0,0,0,0,0,0,0,0,1,0,1,11102131
0,0,0,0,0,0,0,0,0,0,1,0,1,11102132
4,2,4,2,4,2,0.013422,0.013422,0.0012061,0.0037181,1,0.11111,1,11102141
20,10,52,42,90,45,0.65685,0.65685,0.080799,0.19991,2,0.22222,1,11102142
2,1,2,1,2,1,0.11857,0.11857,0.0065873,0.027948,1,0.055556,1,11102151
0,0,0,0,0,0,0,0,0,0,1,0,1,11102161
0,0,0,0,0,0,0,0,0,0,1,0,1,11102171
10,5,44,39,90,45,0.43505,0.43505,0.02936,0.10488,2,0.055556,1,11102172
0,0,0,0,0,0,0,0,0,0,1,0,1,11102181
6,3,6,3,6,3,0.14519,0.14519,0.010715,0.03568,1,0.16667,1,11102182
18,9,89,80,210,105,0.30287,0.30287,0.026828,0.082007,2,0.22222,1,11102191
6,3,9,6,14,7,0.025323,0.025323,0.001822,0.0061209,1,0.11111,1,11102201
2,1,2,1,2,1,0.030173,0.030173,0.0016763,0.0071119,1,0.055556,1,11102211
8,4,16,12,30,15,0.11255,0.11255,0.013975,0.035284,1,0.11111,1,11102212
16,8,75,67,182,91,0.16613,0.16613,0.034623,0.072437,2,0.16667,1,11102221
12,6,32,26,56,28,0.19122,0.19122,0.015337,0.053273,2,0.16667,1,11102231
2,1,2,1,2,1,0.0019641,0.0019641,0.00010912,0.00046295,1,0.055556,1,11102241
0,0,0,0,0,0,0,0,0,0,1,0,1,11102251
8,4,18,14,42,21,0.10442,0.10442,0.010046,0.030497,1,0.11111,1,11102261
8,4,12,8,16,8,0.041237,0.041237,0.0063649,0.014531,1,0.16667,1,11102271
0,0,0,0,0,0,0,0,0,0,1,0,1,11102281
10,5,22,17,44,22,0.11754,0.11754,0.011757,0.033471,1,0.16667,1,11105011
4,2,20,18,56,28,0.0091775,0.0091775,0.00095151,0.0028619,1,0.055556,1,11105012
8,4,18,14,30,15,0.091548,0.091548,0.010797,0.031074,1,0.055556,1,11105031
2,1,2,1,2,1,0.019785,0.019785,0.0010992,0.0046633,1,0.055556,1,11105032
8,4,26,22,58,29,0.12661,0.12661,0.007746,0.029961,1,0.11111,1,11105041
6,3,22,19,40,20,0.15884,0.15884,0.0098678,0.037699,1,0.11111,1,11105051
20,10,55,45,92,46,0.40483,0.40483,0.059524,0.15078,2,0.22222,1,11105052
12,6,75,69,182,91,0.16317,0.16317,0.021595,0.049173,2,0.11111,1,11105061
2,1,11,10,20,10,0.021636,0.021636,0.001202,0.0050997,1,0.055556,1,11105071
2,1,2,1,2,1,0.010176,0.010176,0.00056532,0.0023985,1,0.055556,1,11105072
18,9,116,107,272,136,0.20473,0.20473,0.035855,0.072121,2,0.22222,1,11105081
0,0,0,0,0,0,0,0,0,0,1,0,1,11105082
8,4,38,34,90,45,0.12133,0.19088,0.011005,0.045006,2,0.11111,1,11105101
4,2,11,9,30,15,0.16371,0.16371,0.009095,0.038587,1,0.055556,1,11105111
12,6,38,32,74,37,0.16092,0.16092,0.023071,0.053635,2,0.16667,1,11105112
14,7,84,77,210,105,0.25912,0.25912,0.039639,0.089779,2,0.16667,1,11105121
0,0,0,0,0,0,0,0,0,0,1,0,1,11105122
6,3,11,8,20,10,0.1307,0.1307,0.0098962,0.032772,1,0.11111,1,11105131
0,0,0,0,0,0,0,0,0,0,1,0,1,11105132
20,10,102,92,240,120,0.47578,0.47578,0.047605,0.1296,2,0.22222,1,11105141
0,0,0,0,0,0,0,0,0,0,1,0,1,11105142
20,10,45,35,84,42,0.56027,0.56027,0.042232,0.15767,2,0.16667,1,11105151
4,2,7,5,12,6,0.17909,0.17909,0.0099492,0.042211,1,0.055556,1,11105152
18,9,61,52,112,56,0.36979,0.36979,0.043674,0.12584,2,0.16667,1,11105161
4,2,4,2,4,2,0.06678,0.06678,0.0041402,0.015846,1,0.11111,1,11105171
0,0,0,0,0,0,0,0,0,0,1,0,1,11105172
6,3,18,15,30,15,0.43156,0.43156,0.030904,0.13111,1,0.055556,1,11105181
0,0,0,0,0,0,0,0,0,0,1,0,1,11105191
28,14,66,52,140,70,0.31871,0.38543,0.10521,0.15766,3,0.33333,1,11105201
0,0,0,0,0,0,0,0,0,0,1,0,1,11105211
10,5,77,72,156,78,0.1152,0.20329,0.016355,0.049707,2,0.11111,1,11105221
14,7,23,16,32,16,0.17292,0.17292,0.020899,0.049369,1,0.22222,1,11105222
2,1,2,1,2,1,0.0083993,0.0083993,0.00046663,0.0019797,1,0.055556,1,11105231
4,2,5,3,6,3,0.033973,0.033973,0.0018874,0.0080074,1,0.055556,1,11105232
4,2,4,2,4,2,0.21971,0.21971,0.013719,0.052182,1,0.11111,1,11105241
2,1,2,1,2,1,0.013128,0.013128,0.00072933,0.0030943,1,0.055556,1,11105251
22,11,82,71,182,91,0.18462,0.18462,0.026289,0.065847,2,0.16667,1,11105261
12,6,46,40,92,46,0.19146,0.19146,0.019129,0.051827,2,0.16667,1,11105271
4,2,8,6,12,6,0.2243,0.2243,0.019959,0.073608,1,0.055556,1,11105281
6,3,9,6,12,6,0.035889,0.035889,0.0034488,0.010305,1,0.058824,1,11106011
0,0,0,0,0,0,0,0,0,0,1,0,1,11106012
0,0,0,0,0,0,0,0,0,0,1,0,1,11106031
0,0,0,0,0,0,0,0,0,0,1,0,1,11106032
0,0,0,0,0,0,0,0,0,0,1,0,1,11106041
6,3,16,13,32,16,0.045675,0.045675,0.004227,0.012115,1,0.16667,1,11106042
4,2,16,14,30,15,0.06692,0.06692,0.0043044,0.018262,1,0.055556,1,11106061
8,4,23,19,42,21,0.14502,0.14502,0.009471,0.034661,1,0.11111,1,11106062
0,0,0,0,0,0,0,0,0,0,1,0,1,11106071
4,2,4,2,4,2,0.044934,0.044934,0.0035923,0.011567,1,0.11111,1,11106072
6,3,16,13,30,15,0.18797,0.18797,0.010443,0.044304,1,0.055556,1,11106081
8,4,24,20,56,28,0.093314,0.093314,0.013547,0.030499,1,0.16667,1,11106091
0,0,0,0,0,0,0,0,0,0,1,0,1,11106092
0,0,0,0,0,0,0,0,0,0,1,0,1,11106131
0,0,0,0,0,0,0,0,0,0,1,0,1,11106132
22,11,101,90,240,120,0.51273,0.51273,0.050395,0.13626,2,0.22222,1,11106161
4,2,4,2,4,2,0.035414,0.035414,0.0036948,0.011108,1,0.11111,1,11106171
14,7,27,20,40,20,0.13497,0.13497,0.012245,0.035576,2,0.11111,1,11106181
6,3,9,6,14,7,0.14004,0.14004,0.0099043,0.033814,1,0.11111,1,11106191
4,2,8,6,12,6,0.18141,0.18141,0.012447,0.043923,1,0.055556,1,11106192
18,9,76,67,156,78,0.19426,0.19426,0.047374,0.086942,2,0.27778,1,11106201
2,1,2,1,2,1,0.0051913,0.0051913,0.00028841,0.0012236,1,0.055556,1,11106202
2,1,2,1,2,1,0.00071557,0.00071557,3.9754e-05,0.00016866,1,0.055556,1,11106211
0,0,0,0,0,0,0,0,0,0,1,0,1,11106221
10,5,25,20,48,24,0.049711,0.049711,0.008625,0.017946,1,0.22222,1,11106231
44,22,142,120,306,153,0.29485,0.49815,0.20972,0.27434,3,0.33333,1,11106241
0,0,0,0,0,0,0,0,0,0,1,0,1,11106242
0,0,0,0,0,0,0,0,0,0,1,0,1,11106251
10,5,21,16,42,21,0.18596,0.18596,0.013,0.050712,1,0.11111,1,11106261
0,0,0,0,0,0,0,0,0,0,1,0,1,11106271
14,7,75,68,182,91,0.22568,0.22568,0.028899,0.068959,2,0.22222,1,11202011
0,0,0,0,0,0,0,0,0,0,1,0,1,11202012
0,0,0,0,0,0,0,0,0,0,1,0,1,11202021
0,0,0,0,0,0,0,0,0,0,1,0,1,11202022
0,0,0,0,0,0,0,0,0,0,1,0,1,11202031
0,0,0,0,0,0,0,0,0,0,1,0,1,11202032
0,0,0,0,0,0,0,0,0,0,1,0,1,11202041
0,0,0,0,0,0,0,0,0,0,1,0,1,11202042
4,2,6,4,8,4,0.027275,0.027275,0.0027874,0.0083939,1,0.11111,1,11202051
4,2,24,22,56,28,0.054303,0.054303,0.0041381,0.013655,1,0.055556,1,11202061
6,3,9,6,14,7,0.053204,0.053204,0.0039253,0.013198,1,0.11111,1,11202062
14,7,80,73,156,78,0.31818,0.32065,0.026399,0.079859,2,0.16667,1,11202071
4,2,4,2,4,2,0.015125,0.015125,0.0011858,0.0038547,1,0.11111,1,11202072
4,2,4,2,4,2,0.031313,0.031313,0.0018443,0.007394,1,0.11111,1,11202081
6,3,24,21,42,21,0.056006,0.056006,0.0073974,0.018456,1,0.055556,1,11202082
20,10,90,80,240,120,0.40643,0.40643,0.047458,0.11532,2,0.16667,1,11202091
2,1,35,34,72,36,0.032858,0.032858,0.0018255,0.0077448,2,0.055556,1,11202101
0,0,0,0,0,0,0,0,0,0,1,0,1,11202111
0,0,0,0,0,0,0,0,0,0,1,0,1,11202131
6,3,9,6,12,6,0.25214,0.25214,0.024043,0.071603,1,0.11111,1,11202132
6,3,23,20,44,22,0.14956,0.14956,0.013348,0.041809,1,0.11111,1,11202141
0,0,0,0,0,0,0,0,0,0,1,0,1,11202151
0,0,0,0,0,0,0,0,0,0,1,0,1,11202152
2,1,2,1,2,1,0.00085077,0.00085076,4.7265e-05,0.00020053,1,0.055556,1,11202161
10,5,26,21,48,24,0.096636,0.096636,0.014449,0.037685,1,0.16667,1,11202171
6,3,30,27,56,28,0.34073,0.34073,0.022946,0.087881,2,0.055556,1,11202181
2,1,2,1,2,1,0.041704,0.041704,0.0023169,0.0098296,1,0.055556,1,11202191
2,1,2,1,2,1,0.028285,0.028285,0.0015714,0.0066669,1,0.055556,1,11202192
0,0,0,0,0,0,0,0,0,0,1,0,1,11202201
2,1,4,3,6,3,0.029851,0.029851,0.0016584,0.0070359,1,0.055556,1,11202202
4,2,4,2,4,2,0.012272,0.012272,0.00068898,0.0028928,1,0.11111,1,11202211
16,8,30,22,50,25,0.15526,0.15526,0.020749,0.045157,2,0.16667,1,11202212
8,4,23,19,44,22,0.09352,0.09352,0.011904,0.030351,1,0.11111,1,11202221
0,0,0,0,0,0,0,0,0,0,1,0,1,11202222
4,2,5,3,6,3,0.072516,0.072516,0.0040287,0.017092,1,0.055556,1,11202231
6,3,10,7,14,7,0.036282,0.036282,0.0020465,0.0085526,1,0.11111,1,11202232
12,6,49,43,90,45,0.18455,0.18455,0.030021,0.066004,2,0.16667,1,11202241
24,12,29,17,34,17,0.18678,0.18678,0.027382,0.058544,2,0.27778,1,11202251
6,3,7,4,8,4,0.1149,0.1149,0.01177,0.033929,1,0.11111,1,11202261
0,0,0,0,0,0,0,0,0,0,1,0,1,11202271
2,1,2,1,2,1,0.0015175,0.0015175,8.4306e-05,0.00035768,1,0.055556,1,11202281
0,0,0,0,0,0,0,0,0,0,1,0,1,11202291
10,5,35,30,110,55,0.057788,0.057788,0.0047858,0.014408,2,0.11111,1,11203011
4,2,4,2,4,2,0.0035495,0.0035495,0.0002463,0.00086217,1,0.11111,1,11203012
0,0,0,0,0,0,0,0,0,0,1,0,1,11203021
6,3,50,47,132,66,0.12094,0.12094,0.0080472,0.029058,2,0.055556,1,11203022
0,0,0,0,0,0,0,0,0,0,1,0,1,11203031
2,1,2,1,2,1,0.0219,0.0219,0.0012167,0.0051619,1,0.055556,1,11203032
0,0,0,0,0,0,0,0,0,0,1,0,1,11203041
0,0,0,0,0,0,0,0,0,0,1,0,1,11203042
0,0,0,0,0,0,0,0,0,0,1,0,1,11203051
0,0,0,0,0,0,0,0,0,0,1,0,1,11203052
0,0,0,0,0,0,0,0,0,0,1,0,1,11203061
4,2,5,3,6,3,0.0097541,0.0097541,0.0010735,0.0032206,1,0.055556,1,11203062
0,0,0,0,0,0,0,0,0,0,1,0,1,11203071
0,0,0,0,0,0,0,0,0,0,1,0,1,11203072
2,1,11,10,20,10,0.023028,0.023028,0.0012793,0.0054276,1,0.055556,1,11203081
6,3,9,6,14,7,0.18161,0.18161,0.016146,0.049239,1,0.11111,1,11203082
14,7,73,66,132,66,0.23182,0.23182,0.027727,0.0659,2,0.11111,1,11203091
0,0,0,0,0,0,0,0,0,0,1,0,1,11203101
0,0,0,0,0,0,0,0,0,0,1,0,1,11203102
4,2,8,6,12,6,0.026595,0.026595,0.0014775,0.0062685,1,0.055556,1,11203111
0,0,0,0,0,0,0,0,0,0,1,0,1,11203121
0,0,0,0,0,0,0,0,0,0,1,0,1,11203122
2,1,2,1,2,1,0.055238,0.055238,0.0030688,0.01302,1,0.055556,1,11203131
16,8,103,95,240,120,0.23611,0.23611,0.039458,0.093745,2,0.22222,1,11203141
4,2,12,10,30,15,0.047995,0.047995,0.0026664,0.011312,1,0.055556,1,11203142
0,0,0,0,0,0,0,0,0,0,1,0,1,11203151
0,0,0,0,0,0,0,0,0,0,1,0,1,11203152
8,4,53,49,156,78,0.1656,0.1656,0.015443,0.044976,2,0.055556,1,11203161
30,15,133,118,272,136,0.2603,0.32392,0.12205,0.16827,3,0.33333,1,11203171
2,1,2,1,2,1,0.0013597,0.0013597,7.554e-05,0.00032049,1,0.055556,1,11203181
2,1,2,1,2,1,0.00035966,0.00035966,1.9981e-05,8.4772e-05,1,0.055556,1,11203182
0,0,0,0,0,0,0,0,0,0,1,0,1,11203191
0,0,0,0,0,0,0,0,0,0,1,0,1,11203201
0,0,0,0,0,0,0,0,0,0,1,0,1,11203211
2,1,2,1,2,1,0.003524,0.003524,0.00019578,0.00083062,1,0.055556,1,11203221
0,0,0,0,0,0,0,0,0,0,1,0,1,11203222
18,9,40,31,92,46,0.205,0.205,0.024374,0.07691,2,0.22222,1,11203241
6,3,27,24,56,28,0.21235,0.21235,0.021029,0.063555,2,0.055556,1,11203251
28,14,108,94,210,105,0.16051,0.30106,0.09172,0.12999,3,0.27778,1,11203261
2,1,4,3,6,3,0.075975,0.075975,0.0042208,0.017907,1,0.055556,1,11203271
10,5,25,20,44,22,0.082427,0.082427,0.0066897,0.023256,1,0.11111,1,11203281
0,0,0,0,0,0,0,0,0,0,1,0,1,11203291
2,1,52,51,110,55,0.045033,0.045033,0.0025018,0.010614,2,0.055556,1,11204011
2,1,4,3,6,3,0.027485,0.027485,0.001527,0.0064784,1,0.055556,1,11204012
8,4,53,49,122,61,0.13584,0.13584,0.022301,0.052966,2,0.11111,1,11204021
14,7,62,55,210,105,0.21606,0.21606,0.029803,0.06727,2,0.11111,1,11204022
10,5,38,33,72,36,0.13668,0.13668,0.018081,0.050371,2,0.11111,1,11204031
0,0,0,0,0,0,0,0,0,0,1,0,1,11204032
6,3,7,4,8,4,0.022012,0.022012,0.0025855,0.0066494,1,0.11111,1,11204041
0,0,0,0,0,0,0,0,0,0,1,0,1,11204042
10,5,20,15,30,15,0.33367,0.33367,0.032742,0.099876,1,0.055556,1,11204051
0,0,0,0,0,0,0,0,0,0,1,0,1,11204052
18,9,63,54,122,61,0.37498,0.37498,0.058134,0.13012,2,0.16667,1,11204061
0,0,0,0,0,0,0,0,0,0,1,0,1,11204071
4,2,8,6,12,6,0.56658,0.56658,0.033107,0.13372,1,0.11111,1,11204072
2,1,2,1,2,1,0.016723,0.016723,0.00092905,0.0039416,1,0.055556,1,11204081
4,2,9,7,14,7,0.036318,0.036318,0.0022434,0.0086137,1,0.11111,1,11204082
4,2,5,3,6,3,0.11581,0.11581,0.0075479,0.027703,1,0.055556,1,11204091
0,0,0,0,0,0,0,0,0,0,1,0,1,11204092
42,21,148,127,306,153,0.31022,0.63527,0.31872,0.38676,3,0.38889,1,11204101
0,0,0,0,0,0,0,0,0,0,1,0,1,11204111
2,1,2,1,2,1,0.0035454,0.0035454,0.00019697,0.00083565,1,0.055556,1,11204112
4,2,6,4,8,4,0.076695,0.076695,0.0072146,0.021996,1,0.11111,1,11204131
10,5,68,63,156,78,0.33093,0.33093,0.025592,0.082273,2,0.16667,1,11204141
30,15,114,99,240,120,0.34264,0.46739,0.19427,0.24841,3,0.22222,1,11204151
14,7,36,29,58,29,0.14532,0.14532,0.021711,0.047223,2,0.16667,1,11204152
0,0,0,0,0,0,0,0,0,0,1,0,1,11204161
0,0,0,0,0,0,0,0,0,0,1,0,1,11204162
2,1,2,1,2,1,0.022863,0.022863,0.0012702,0.0053888,1,0.055556,1,11204171
0,0,0,0,0,0,0,0,0,0,1,0,1,11204172
2,1,2,1,2,1,0.014332,0.014332,0.00079621,0.003378,1,0.055556,1,11204181
0,0,0,0,0,0,0,0,0,0,1,0,1,11204201
10,5,71,66,156,78,0.20567,0.20567,0.020162,0.061096,2,0.16667,1,11204211
40,20,112,92,240,120,0.30417,0.65928,0.17382,0.23749,3,0.33333,1,11204212
2,1,2,1,2,1,0.015363,0.015363,0.0008535,0.0036211,1,0.055556,1,11204221
8,4,13,9,24,12,0.076051,0.076051,0.0062243,0.018936,1,0.16667,1,11204231
0,0,0,0,0,0,0,0,0,0,1,0,1,11204241
8,4,16,12,42,21,0.23489,0.23489,0.017914,0.057141,1,0.16667,1,11204251
4,2,6,4,8,4,0.093961,0.093961,0.0055548,0.022192,1,0.11111,1,11204261
4,2,10,8,20,10,0.15724,0.15724,0.0087356,0.037062,1,0.055556,1,11204281
12,6,19,13,26,13,0.21539,0.21539,0.032962,0.073578,1,0.16667,1,11204291
32,16,115,99,272,136,0.44186,0.65437,0.16885,0.25086,3,0.33333,1,11206011
40,20,140,120,272,136,0.76564,0.84282,0.3101,0.43676,3,0.33333,1,11206012
0,0,0,0,0,0,0,0,0,0,1,0,1,11206021
0,0,0,0,0,0,0,0,0,0,1,0,1,11206022
0,0,0,0,0,0,0,0,0,0,1,0,1,11206031
4,2,8,6,12,6,0.028312,0.028312,0.0023588,0.0074598,1,0.055556,1,11206041
0,0,0,0,0,0,0,0,0,0,1,0,1,11206042
0,0,0,0,0,0,0,0,0,0,1,0,1,11206051
6,3,14,11,30,15,0.089954,0.089954,0.0053917,0.022875,1,0.055556,1,11206052
6,3,11,8,20,10,0.11669,0.11669,0.010847,0.033156,1,0.055556,1,11206061
2,1,2,1,2,1,0.0060217,0.0060217,0.00033454,0.0014193,1,0.055556,1,11206062
0,0,0,0,0,0,0,0,0,0,1,0,1,11206071
10,5,38,33,72,36,0.26568,0.26568,0.026379,0.0695,2,0.11111,1,11206072
4,2,8,6,12,6,0.098247,0.098247,0.0056153,0.023167,1,0.11111,1,11206081
0,0,0,0,0,0,0,0,0,0,1,0,1,11206091
0,0,0,0,0,0,0,0,0,0,1,0,1,11206092
0,0,0,0,0,0,0,0,0,0,1,0,1,11206111
14,7,36,29,58,29,0.11444,0.11444,0.0091435,0.029013,2,0.16667,1,11206112
0,0,0,0,0,0,0,0,0,0,1,0,1,11206121
0,0,0,0,0,0,0,0,0,0,1,0,1,11206131
0,0,0,0,0,0,0,0,0,0,1,0,1,11206132
4,2,4,2,4,2,0.063115,0.063115,0.0059991,0.018252,1,0.11111,1,11206141
0,0,0,0,0,0,0,0,0,0,1,0,1,11206142
0,0,0,0,0,0,0,0,0,0,1,0,1,11206151
4,2,15,13,26,13,0.031496,0.031496,0.0023528,0.0078522,1,0.11111,1,11206161
2,1,2,1,2,1,0.0053341,0.0053341,0.00029634,0.0012573,1,0.055556,1,11206162
12,6,35,29,72,36,0.050189,0.050189,0.0099827,0.021559,2,0.16667,1,11206171
10,5,15,10,20,10,0.070347,0.070347,0.004557,0.016751,1,0.16667,1,11206172
22,11,67,56,132,66,0.40869,0.40869,0.046796,0.14394,2,0.16667,1,11206181
22,11,55,44,120,60,0.11203,0.11203,0.022067,0.042802,2,0.27778,1,11206191
14,7,31,24,50,25,0.088136,0.088136,0.016347,0.033371,2,0.27778,1,11206201
14,7,27,20,42,21,0.23202,0.23202,0.025974,0.071257,2,0.16667,1,11206211
20,10,90,80,210,105,0.23783,0.23783,0.032877,0.071515,2,0.22222,1,11206221
0,0,0,0,0,0,0,0,0,0,1,0,1,11206231
0,0,0,0,0,0,0,0,0,0,1,0,1,11206232
8,4,22,18,42,21,0.14987,0.14987,0.012489,0.043819,1,0.055556,1,11206241
0,0,0,0,0,0,0,0,0,0,1,0,1,11206251
10,5,51,46,110,55,0.22663,0.22663,0.024714,0.068068,2,0.11111,1,11206261
8,4,70,66,158,79,0.28782,0.28782,0.031545,0.085883,2,0.16667,1,11206262
2,1,4,3,6,3,0.034046,0.034046,0.0018915,0.0080248,1,0.055556,1,11206271
0,0,0,0,0,0,0,0,0,0,1,0,1,11206281
14,7,51,44,90,45,0.16605,0.16605,0.026632,0.061383,2,0.16667,1,11206291
0,0,0,0,0,0,0,0,0,0,1,0,1,12101011
4,2,11,9,20,10,0.0097913,0.0097913,0.00075554,0.0024763,1,0.11111,1,12101012
4,2,4,2,4,2,0.031977,0.031977,0.002404,0.0079933,1,0.11111,1,12101021
0,0,0,0,0,0,0,0,0,0,1,0,1,12101022
14,7,51,44,98,49,0.16182,0.16182,0.017519,0.042361,2,0.16667,1,12101031
16,8,118,110,240,120,0.15844,0.15844,0.023645,0.055305,2,0.22222,1,12101032
4,2,8,6,12,6,0.071602,0.071602,0.0057189,0.018422,1,0.055556,1,12101041
8,4,14,10,20,10,0.101,0.101,0.011805,0.030709,1,0.16667,1,12101051
34,17,124,107,240,120,0.43111,0.69138,0.26396,0.32671,3,0.27778,1,12101052
6,3,28,25,72,36,0.078605,0.078605,0.0080248,0.024996,2,0.055556,1,12101061
10,5,28,23,56,28,0.13745,0.13745,0.020358,0.048546,2,0.16667,1,12101071
4,2,24,22,72,36,0.25212,0.25212,0.019952,0.064557,1,0.055556,1,12101072
6,3,17,14,42,21,0.20773,0.20773,0.012423,0.049106,1,0.055556,1,12101081
2,1,2,1,2,1,0.025324,0.025324,0.0014069,0.005969,1,0.055556,1,12101082
2,1,2,1,2,1,1.5984e-05,1.5984e-05,8.8798e-07,3.7674e-06,1,0.055556,1,12101091
10,5,67,62,182,91,0.14811,0.14811,0.017466,0.044942,2,0.11111,1,12101092
2,1,2,1,2,1,0.0037206,0.0037206,0.0002067,0.00087695,1,0.055556,1,12101101
20,10,84,74,162,81,0.50201,0.50201,0.044291,0.15288,2,0.22222,1,12101102
20,10,75,65,182,91,0.39366,0.39366,0.047898,0.11308,2,0.22222,1,12101121
4,2,4,2,4,2,0.061303,0.061303,0.0060749,0.018358,1,0.11111,1,12101131
0,0,0,0,0,0,0,0,0,0,1,0,1,12101132
6,3,9,6,14,7,0.20223,0.20223,0.01182,0.04773,1,0.11111,1,12101141
0,0,0,0,0,0,0,0,0,0,1,0,1,12101151
